policy,training_seed,ensemble_seed,episode_seed,attempted_pairs,retained_pairs,excluded_nonfinite_pairs,terminated,truncated,qualifies,zero_variance,spearman_rho,uncertainty_median,error_median
A3,3,3,60038,250,250,0,False,True,True,False,-0.7076522824365189,4.0691009750205716,5.634872801017575
A3,3,3,60039,250,250,0,False,True,True,False,-0.12408976073714464,4.072508575853532,1.8776678075967013
A3,3,3,60040,61,61,0,True,False,True,False,-0.0671602326811211,3.6196800185471725,11.092443197683924
A3,3,3,60041,59,59,0,True,False,True,False,0.1903565166569258,3.518391396346351,5.442211178243697
A3,3,3,60042,250,250,0,False,True,True,False,-0.21369152858254628,2.6625590372591685,1.0369822382327376
A3,3,3,60043,250,250,0,False,True,True,False,-0.22605375828617424,4.8346160984963245,1.0003924809142624
A3,3,3,60044,51,51,0,True,False,True,False,0.4879638009049773,4.102680982246326,17.623470807714337
A3,3,3,60045,67,67,0,True,False,True,False,-0.05790565887141831,5.8036163144864785,2.062192462796357
A3,3,3,60046,80,80,0,True,False,True,False,0.5350679793717769,6.364795825660186,6.747466821846482
A3,3,3,60047,250,250,0,False,True,True,False,-0.12891892670282726,3.5053226480447552,12.256192668278572
A3,3,3,60048,250,250,0,False,True,True,False,-0.42876244419910714,3.280341176740137,2.403775860225912
A3,3,3,60049,22,22,0,True,False,True,False,-0.3754940711462451,4.087461322585693,7.900639825455206
A3,3,3,60050,250,250,0,False,True,True,False,0.5314072865165842,3.5611606808397704,4.023493784654543
A3,3,3,60051,62,62,0,True,False,True,False,0.4875475309108308,3.2002979130595426,11.91925452940567
A3,3,3,60052,250,250,0,False,True,True,False,0.2444333509336149,5.203859805948058,5.232088661992281
A3,3,3,60053,250,250,0,False,True,True,False,-0.19874134233652355,2.524085310302355,5.934970130988676
A3,3,3,60054,78,78,0,True,False,True,False,0.4956688880739513,5.392233180777838,14.178905793458105
A3,3,3,60055,81,81,0,True,False,True,False,0.23958897922312558,5.922597185087912,13.599436104126381
A3,3,3,60056,250,250,0,False,True,True,False,-0.09900945615129841,3.675133929596557,3.8994221579229333
A3,3,3,60057,78,78,0,True,False,True,False,0.5799390482934786,3.4264261709177832,16.030340142363993
A3,3,3,60058,108,108,0,True,False,True,False,0.27453390113083154,2.301269932144203,7.722516635079396
A3,3,3,60059,58,58,0,True,False,True,False,0.24027192469777606,5.796369752908738,4.376179700015914
A3,3,3,60060,155,155,0,True,False,True,False,0.39754761367664593,6.347827300064524,8.653952387214215
A3,3,3,60061,55,55,0,True,False,True,False,-0.21406926406926413,3.8914784300724024,16.59762382928331
A3,3,3,60062,250,250,0,False,True,True,False,0.300664138626218,5.999344735530599,1.2271046348088674
A3,3,3,60063,66,66,0,True,False,True,False,0.6007932366141322,4.0473684925693405,14.661554373919891
A3,3,3,60064,41,41,0,True,False,True,False,-0.2517421602787457,4.422824307501024,9.68861068433089
A3,3,3,60065,250,250,0,False,True,True,False,0.40274572916844714,7.482207839529364,2.4433650583658535
A3,3,3,60066,67,67,0,True,False,True,False,0.2485433793598851,4.2773771440207815,7.598000630119846
A3,3,3,60067,78,78,0,True,False,True,False,0.07214304682659112,3.265673271359788,6.016474633059376
A3,3,3,60068,100,100,0,True,False,True,False,0.48166816681668156,4.037432578941049,9.773530750181575
A3,3,3,60069,250,250,0,False,True,True,False,-0.2896539144626314,4.104412916603294,6.121156191011595
A3,3,3,60070,69,69,0,True,False,True,False,-0.34508586043112904,2.3290346936950788,9.922207379159754
A3,3,3,60071,250,250,0,False,True,True,False,-0.334748156291474,3.123581648530126,0.331435591425452
A3,3,3,60072,250,250,0,False,True,True,False,0.46623017037651177,1.5678382409361824,2.1065605792766373
A3,3,3,60073,250,250,0,False,True,True,False,-0.5012840043795144,3.428372007697772,3.3041317192954875
A3,3,3,60074,60,60,0,True,False,True,False,0.43100861350375114,5.95843124334584,14.96373986912295
A3,3,3,60075,72,72,0,True,False,True,False,0.097433918579973,5.613487955396627,4.290215143099726
A3,3,3,60076,51,51,0,True,False,True,False,0.5072398190045249,4.581030624167551,4.016388177097599
A3,3,3,60077,71,71,0,True,False,True,False,0.20120724346076455,4.774326242749323,19.905712317853407
A3,3,3,60078,86,86,0,True,False,True,False,0.6347940940610406,3.476284223837978,15.457049556237902
A3,3,3,60079,250,250,0,False,True,True,False,0.3549726241519585,5.865847405069852,3.2005674720709534
A3,3,3,60080,98,98,0,True,False,True,False,0.5169876760451134,2.5321497166637696,10.148594756448006
A3,3,3,60081,68,68,0,True,False,True,False,0.8012367828377295,5.971883209827418,22.07805854461467
A3,3,3,60082,250,250,0,False,True,True,False,-0.016263181681924848,1.6702476191619846,8.216665966437034
A3,3,3,60083,50,50,0,True,False,True,False,0.3194717887154862,3.2057106698180746,10.919944820251985
A3,3,3,60084,250,250,0,False,True,True,False,0.08175375606009695,1.3903276393188198,10.074741035682734
A3,3,3,60085,250,250,0,False,True,True,False,-0.3312433158930543,2.542331985850103,8.037086923571326
A3,3,3,60086,250,250,0,False,True,True,False,0.7954036482010076,2.442657780779547,0.800203101444892
A3,3,3,60087,62,62,0,True,False,True,False,0.42917579511974013,3.9595865828704353,11.663296431965605
A3,3,3,60088,250,250,0,False,True,True,False,-0.2873795012488895,5.0675942373140845,5.764813773408015
A3,3,3,60089,250,250,0,False,True,True,False,0.02871327678239689,4.509291594485476,4.673810703383495
A3,3,3,60090,62,62,0,True,False,True,False,0.21376948452569816,4.832804500647587,12.512843292446536
A3,3,3,60091,55,55,0,True,False,True,False,0.680808080808081,4.868917071270029,24.56835233800101
A3,3,3,60092,57,57,0,True,False,True,False,0.42247861031890077,3.949439833724746,6.68693614767488
A3,3,3,60093,46,46,0,True,False,True,False,0.16114708603145236,3.715650052735792,13.83940869524563
A3,3,3,60094,250,250,0,False,True,True,False,-0.5802705323285172,3.114810761535142,5.526184457975465
A3,3,3,60095,250,250,0,False,True,True,False,-0.007621012274460324,3.245197897924048,4.4075746414436825
A3,3,3,60096,250,250,0,False,True,True,False,-0.5644831206838379,1.8329980905412722,11.285334865881117
A3,3,3,60097,250,250,0,False,True,True,False,0.3068504776076417,5.974900723226229,1.4186227151692599
A3,3,3,60098,37,37,0,True,False,True,False,-0.4298245614035087,4.122417467981348,9.0095904138311
A3,3,3,60099,47,47,0,True,False,True,False,0.5033533765032377,4.901017983871987,9.50059822131351
A3,4,4,60000,250,250,0,False,True,True,False,-0.05891614265828252,5.194896444395351,8.587000758720357
A3,4,4,60001,250,250,0,False,True,True,False,0.7367186568552819,5.242174597317179,8.817560248732635
A3,4,4,60002,250,250,0,False,True,True,False,0.6547193395094321,9.833356038773545,28.696433522786613
A3,4,4,60003,68,68,0,True,False,True,False,0.1247852807573386,7.334477648613017,13.795263247303815
A3,4,4,60004,42,42,0,True,False,True,False,0.21772951948788596,5.1747313652524065,42.267754988764004
A3,4,4,60005,63,63,0,True,False,True,False,0.5739247311827957,4.330020718707277,28.032682193386037
A3,4,4,60006,250,250,0,False,True,True,False,0.4320265121487111,8.69238965887205,14.492592829607778
A3,4,4,60007,250,250,0,False,True,True,False,0.7004782796524743,5.079392533381911,9.45825319282601
A3,4,4,60008,59,59,0,True,False,True,False,0.41215663354763304,4.80090916016916,10.396795757444579
A3,4,4,60009,250,250,0,False,True,True,False,0.15911800420721742,5.664555873494299,8.00512948332803
A3,4,4,60010,57,57,0,True,False,True,False,-0.06546538760694841,7.531600874077401,9.976143176915585
A3,4,4,60011,250,250,0,False,True,True,False,0.2282789804636874,4.977039450193525,19.46282752629572
A3,4,4,60012,250,250,0,False,True,True,False,0.5270134077743347,4.5077094406591485,6.927203105634079
A3,4,4,60013,250,250,0,False,True,True,False,0.5999470071521145,4.297340749543354,6.034082559782497
A3,4,4,60014,250,250,0,False,True,True,False,-0.16174897004483973,5.305699656663933,3.5880307742552215
A3,4,4,60015,79,79,0,True,False,True,False,0.6131694255111977,7.376489944285273,19.856460564909625
A3,4,4,60016,250,250,0,False,True,True,False,-0.7437012572233679,5.347832909175901,2.6408803412128967
A3,4,4,60017,250,250,0,False,True,True,False,0.055619833917342675,5.110328893245319,8.850689375258028
A3,4,4,60018,250,250,0,False,True,True,False,0.18638775020400328,8.90109241789369,20.236732263350916
A3,4,4,60019,67,67,0,True,False,True,False,0.6710032724080135,6.074086137806605,12.380468208517257
A3,4,4,60020,43,43,0,True,False,True,False,0.2012987012987013,6.252593144636284,9.297052378834149
A3,4,4,60021,250,250,0,False,True,True,False,0.49299054384870156,4.787692903021469,1.4324870303574726
A3,4,4,60022,250,250,0,False,True,True,False,-0.11350722411558582,6.850224334402888,18.18162483414833
A3,4,4,60023,250,250,0,False,True,True,False,0.01075102001632026,4.066163257870073,54.46392067948355
A3,4,4,60024,250,250,0,False,True,True,False,0.05893841501464023,4.555105920201669,3.828578336541744
A3,4,4,60025,68,68,0,True,False,True,False,0.3133183188914761,5.393533563260851,18.083268300779025
A3,4,4,60026,250,250,0,False,True,True,False,0.523284978642559,5.862460713955694,6.948777046144577
A3,4,4,60027,38,38,0,True,False,True,False,0.13973082394135025,5.457777748849074,4.964109933390292
A3,4,4,60028,250,250,0,False,True,True,False,-0.07328334853357653,5.865741579398158,9.475146331021461
A3,4,4,60029,88,88,0,True,False,True,False,0.7914303828678103,9.324522025846132,20.9575777701993
A3,4,4,60030,69,69,0,True,False,True,False,0.2190719766167337,7.487586857879483,7.402702398285506
A3,4,4,60031,250,250,0,False,True,True,False,0.2751999231987711,4.952187863660425,6.931398467692469
A3,4,4,60032,250,250,0,False,True,True,False,0.6935920306421728,5.6786145902042655,13.96473975770924
A3,4,4,60033,77,77,0,True,False,True,False,0.5849676639150322,7.019552006176395,15.580992247086067
A3,4,4,60034,250,250,0,False,True,True,False,-0.05438640618249891,3.019313838967495,4.303587492692824
A3,4,4,60035,250,250,0,False,True,True,False,0.7103134450151201,4.948863953912458,11.595531622311153
A3,4,4,60036,100,100,0,True,False,True,False,0.5387578757875787,6.239792174474628,16.114605022419354
A3,4,4,60037,87,87,0,True,False,True,False,0.3023802580739228,7.744031756488744,21.391869299190134
A3,4,4,60038,250,250,0,False,True,True,False,-0.2132781644506312,5.193275061530295,8.152902883741863
A3,4,4,60039,48,48,0,True,False,True,False,0.0007598784194528875,7.1835060835529525,12.40993319116534
A3,4,4,60040,250,250,0,False,True,True,False,-0.6372977487639802,3.5828148181929347,8.580091552288579
A3,4,4,60041,66,66,0,True,False,True,False,-0.014674877361444526,3.027304898622727,5.270816085017891
A3,4,4,60042,250,250,0,False,True,True,False,0.44690753858468785,4.984316643309251,2.1406092650036648
A3,4,4,60043,83,83,0,True,False,True,False,0.6639729650308551,3.9150682307807023,7.9288828408586145
A3,4,4,60044,62,62,0,True,False,True,False,0.485986250661026,3.5693012540919202,24.584125447759007
A3,4,4,60045,250,250,0,False,True,True,False,0.26048992852480674,6.352239717384219,8.418530348433634
A3,4,4,60046,71,71,0,True,False,True,False,0.612206572769953,7.861574151157625,21.014849131499158
A3,4,4,60047,44,44,0,True,False,True,False,-0.29119097956307255,6.269267471806152,9.219374223100267
A3,4,4,60048,250,250,0,False,True,True,False,-0.4676123209235351,5.6589131045141094,2.2441941527002713
A3,4,4,60049,250,250,0,False,True,True,False,0.11194790413052592,5.526919871476265,4.073174518783517
A3,4,4,60050,59,59,0,True,False,True,False,0.3777323202805377,7.642356257375412,13.560103886292513
A3,4,4,60051,250,250,0,False,True,True,False,0.7164844237507799,3.583763418383953,8.698431357229666
A3,4,4,60052,250,250,0,False,True,True,False,-0.010605097681562904,6.962221468247403,15.910935572568057
A3,4,4,60053,250,250,0,False,True,True,False,0.1522449959199347,5.175939049411261,4.466032338957675
A3,4,4,60054,129,129,0,True,False,True,False,0.7033989266547407,9.695222210590071,21.87124706213646
A3,4,4,60055,250,250,0,False,True,True,False,0.7102792003051231,9.049475029965128,19.445426140644635
A3,4,4,60056,47,47,0,True,False,True,False,0.23126734505087884,6.873883155348188,13.607801585559129
A3,4,4,60057,90,90,0,True,False,True,False,0.6861999423797176,4.498038949781781,17.37382839068058
A3,4,4,60058,93,93,0,True,False,True,False,0.4080451195129957,3.808608590364029,6.0211813284691384
A3,4,4,60059,250,250,0,False,True,True,False,0.5221056243579851,7.454280972811368,11.819099788829673
A3,4,4,60060,122,122,0,True,False,True,False,0.6551065524203542,7.629900844317552,22.53843455879752
A3,4,4,60061,40,40,0,True,False,True,False,-0.1737335834896811,5.346478314420002,17.855123372472065
A3,4,4,60062,70,70,0,True,False,True,False,0.316595223515003,2.811286264182609,6.480553300767716
A3,4,4,60063,250,250,0,False,True,True,False,0.8046418090831252,3.856179449704499,12.157903269523398
A3,4,4,60064,39,39,0,True,False,True,False,-0.025303643724696356,5.101094949631379,9.684213715577378
A3,4,4,60065,250,250,0,False,True,True,False,0.5414805356885709,4.875345479906837,6.891298201290313
A3,4,4,60066,61,61,0,True,False,True,False,0.8197778952934954,3.460252602853848,5.802161587466939
A3,4,4,60067,65,65,0,True,False,True,False,0.35965909090909093,3.8600387171832793,9.203124589949955
A3,4,4,60068,98,98,0,True,False,True,False,0.3421316042818251,5.64518283756711,10.516149554283302
A3,4,4,60069,250,250,0,False,True,True,False,-0.293367253876062,5.267234851331304,7.624472707438872
A3,4,4,60070,64,64,0,True,False,True,False,0.6463369963369963,5.330008339395616,7.726883675691713
A3,4,4,60071,250,250,0,False,True,True,False,0.8999487351797627,2.152547282774868,2.3666719391233135
A3,4,4,60072,250,250,0,False,True,True,False,0.7408893084796965,4.335914978349056,1.8487535220971458
A3,4,4,60073,44,44,0,True,False,True,False,0.29809725158562367,6.659053693330348,4.150326338133547
A3,4,4,60074,58,58,0,True,False,True,False,0.3807253375988188,7.040672685108865,19.18549191395158
A3,4,4,60075,250,250,0,False,True,True,False,0.8364218378675404,5.400413606152453,6.050914499741454
A3,4,4,60076,250,250,0,False,True,True,False,0.8665762972207555,5.1729648256308245,5.9718547275559555
A3,4,4,60077,250,250,0,False,True,True,False,0.6544976698532082,4.938565597212178,6.511442312025187
A3,4,4,60078,78,78,0,True,False,True,False,0.8420060951706521,3.957151565405806,10.195124240597984
A3,4,4,60079,60,60,0,True,False,True,False,0.6625173659349821,5.576278502470261,13.289343597063457
A3,4,4,60080,81,81,0,True,False,True,False,0.25280036133694667,4.985033190568132,13.852368277430543
A3,4,4,60081,73,73,0,True,False,True,False,0.577286190299889,6.136232951705639,21.765758262366436
A3,4,4,60082,250,250,0,False,True,True,False,0.3888211971391542,4.408317723042413,7.222485911092745
A3,4,4,60083,63,63,0,True,False,True,False,0.384360599078341,3.2335571154010694,5.681762515195332
A3,4,4,60084,250,250,0,False,True,True,False,0.2976654917996487,5.301201075033939,8.99879867670422
A3,4,4,60085,34,34,0,True,False,True,False,-0.19083269671504965,4.960743028731153,18.792737242292255
A3,4,4,60086,250,250,0,False,True,True,False,0.5560512062770022,3.8588140021080486,2.022337816760577
A3,4,4,60087,250,250,0,False,True,True,False,0.9109543512696203,3.6931248327636967,10.572551511535526
A3,4,4,60088,65,65,0,True,False,True,False,0.6845279720279721,8.461284790169795,18.22912323997689
A3,4,4,60089,250,250,0,False,True,True,False,0.06897403158450534,4.930174205943787,8.322152263044757
A3,4,4,60090,55,55,0,True,False,True,False,0.45295815295815306,6.589411178853768,14.762812594710269
A3,4,4,60091,62,62,0,True,False,True,False,0.7649517765858327,3.496411273328677,4.859841512304019
A3,4,4,60092,250,250,0,False,True,True,False,0.026343973503576052,4.998951788420198,7.916905614966599
A3,4,4,60093,250,250,0,False,True,True,False,0.6459151589291895,2.621065304402684,3.196475419043043
A3,4,4,60094,42,42,0,True,False,True,False,0.20800583421116603,5.569998723924881,7.767626817659717
A3,4,4,60095,250,250,0,False,True,True,False,0.6936792000536199,3.554506235270559,4.141474238750119
A3,4,4,60096,250,250,0,False,True,True,False,0.3875622164739906,5.712930867440644,10.089712667924449
A3,4,4,60097,79,79,0,True,False,True,False,0.4973953261927946,3.050656278779716,7.633410894569725
A3,4,4,60098,250,250,0,False,True,True,False,0.5950670570729131,5.367543966643604,9.70684284470246
A3,4,4,60099,52,52,0,True,False,True,False,0.406983693332195,8.23978992241696,14.733015503933668
